,input_file_name,gene_symbol,gene_name,reference_database_id,reference_database_version,reference_accession,analysis_software_name,analysis_software_version,sequence_identity,input_sequence_id,input_protein_start,input_protein_stop,input_gene_start,input_gene_stop,reference_protein_start,reference_protein_stop,reference_gene_start,reference_gene_stop,strand_orientation,coverage_depth,coverage_percentage,coverage_ratio,reference_gene_length,reference_protein_length,input_gene_length,input_protein_length,drug_class,antimicrobial_agent,resistance_mechanism,AMR Gene Family,Drug Class,Resistance Mechanism,accession_source,accession,drug_class_card,drug_class_ham,True_Positive,drugclass_new,true_positive
727,rgi_report,OXA-9,OXA beta-lactamase,CARD,card_v1,3001404,rgi,rgi_v1,100.0,NODE_981_length_1298_cov_145.691070_1 ,,,254.0,613.0,,,,,-,,43.43,,,,,,carbapenem,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;penam,cephalosporin; penam,False,carbapenem,unknown
727,rgi_report,OXA-9,OXA beta-lactamase,CARD,card_v1,3001404,rgi,rgi_v1,100.0,NODE_981_length_1298_cov_145.691070_1 ,,,254.0,613.0,,,,,-,,43.43,,,,,,cephalosporin,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;penam,cephalosporin; penam,False,cephalosporin,true_positive
727,rgi_report,OXA-9,OXA beta-lactamase,CARD,card_v1,3001404,rgi,rgi_v1,100.0,NODE_981_length_1298_cov_145.691070_1 ,,,254.0,613.0,,,,,-,,43.43,,,,,,penam,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;penam,cephalosporin; penam,False,betalactam,true_positive
728,rgi_report,OXA-9,OXA beta-lactamase,CARD,card_v1,3001404,rgi,rgi_v1,100.0,NODE_981_length_1298_cov_145.691070_2 ,,,743.0,1093.0,,,,,-,,42.34,,,,,,carbapenem,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;penam,cephalosporin; penam,False,carbapenem,unknown
728,rgi_report,OXA-9,OXA beta-lactamase,CARD,card_v1,3001404,rgi,rgi_v1,100.0,NODE_981_length_1298_cov_145.691070_2 ,,,743.0,1093.0,,,,,-,,42.34,,,,,,cephalosporin,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;penam,cephalosporin; penam,False,cephalosporin,true_positive
728,rgi_report,OXA-9,OXA beta-lactamase,CARD,card_v1,3001404,rgi,rgi_v1,100.0,NODE_981_length_1298_cov_145.691070_2 ,,,743.0,1093.0,,,,,-,,42.34,,,,,,penam,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;penam,cephalosporin; penam,False,betalactam,true_positive
729,rgi_report,OpmB,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3004072,rgi,rgi_v1,99.6,NODE_14_length_307150_cov_63.665045_225,,,237796.0,239292.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,False,macrolide,true_positive
729,rgi_report,OpmB,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3004072,rgi,rgi_v1,99.6,NODE_14_length_307150_cov_63.665045_225,,,237796.0,239292.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,False,tetracycline,true_positive
729,rgi_report,OpmB,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3004072,rgi,rgi_v1,99.6,NODE_14_length_307150_cov_63.665045_225,,,237796.0,239292.0,,,,,+,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
730,rgi_report,OpmD,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000809,rgi,rgi_v1,99.79,NODE_27_length_210538_cov_63.527487_4,,,2372.0,3835.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye,False,quinolone,true_positive
730,rgi_report,OpmD,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000809,rgi,rgi_v1,99.79,NODE_27_length_210538_cov_63.527487_4,,,2372.0,3835.0,,,,,-,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye,False,tetracycline,true_positive
730,rgi_report,OpmD,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000809,rgi,rgi_v1,99.79,NODE_27_length_210538_cov_63.527487_4,,,2372.0,3835.0,,,,,-,,100.0,,,,,,acridinedye,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye,False,acridine dye,unknown
731,rgi_report,OpmH,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3003682,rgi,rgi_v1,99.79,NODE_4_length_578031_cov_63.326688_315,,,374065.0,375513.0,,,,,-,,100.0,,,,,,triclosan,,antibiotic efflux,,,,,,triclosan,triclosan,False,triclosan,unknown
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,macrolide,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,quinolone,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,aminoglycoside,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,cephalosporin,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,betalactam,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,tetracycline,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,aminoglycoside,true_positive
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,diaminopyrimidine,unknown
732,rgi_report,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000802,rgi,rgi_v1,99.16,NODE_19_length_257972_cov_63.647231_229,,,246260.0,247699.0,,,,,-,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,phenicol,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,macrolide,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,quinolone,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,aminoglycoside,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,carbapenem,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,cephalosporin,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,cephamycin,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,cephamycin,unknown
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,betalactam,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,tetracycline,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,peptideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,peptide,unknown
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,acridinedye,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,acridine dye,unknown
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,aminoglycoside,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,diaminopyrimidine,unknown
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,sulfonamideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,sufonamides,unknown
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,phenicol,true_positive
733,rgi_report,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000379,rgi,rgi_v1,100.0,NODE_8_length_413229_cov_63.441083_232,,,233092.0,234549.0,,,,,-,,100.0,,,,,,penem,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
734,rgi_report,OprN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000805,rgi,rgi_v1,100.0,NODE_14_length_307150_cov_63.665045_256,,,270964.0,272382.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,quinolone,true_positive
734,rgi_report,OprN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000805,rgi,rgi_v1,100.0,NODE_14_length_307150_cov_63.665045_256,,,270964.0,272382.0,,,,,-,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,diaminopyrimidine,unknown
734,rgi_report,OprN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000805,rgi,rgi_v1,100.0,NODE_14_length_307150_cov_63.665045_256,,,270964.0,272382.0,,,,,-,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,False,phenicol,true_positive
735,rgi_report,PC1 beta-lactamase (blaZ),blaZ beta-lactamase,CARD,card_v1,3000621,rgi,rgi_v1,96.8,NODE_506_length_14937_cov_66.210724_1,,,180.0,1025.0,,,,,+,,100.0,,,,,,penam,,antibiotic inactivation,,,,,,,penam,False,betalactam,true_positive
736,rgi_report,PDC-8,PDC beta-lactamase,CARD,card_v1,3002507,rgi,rgi_v1,100.0,NODE_27_length_210538_cov_63.527487_102,,,119254.0,120447.0,,,,,-,,100.0,,,,,,carbapenem,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;monobactam,monobactam; carbapenem; cephalosporin,False,carbapenem,unknown
736,rgi_report,PDC-8,PDC beta-lactamase,CARD,card_v1,3002507,rgi,rgi_v1,100.0,NODE_27_length_210538_cov_63.527487_102,,,119254.0,120447.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;monobactam,monobactam; carbapenem; cephalosporin,False,cephalosporin,true_positive
737,rgi_report,PER-1,PER beta-lactamase,CARD,card_v1,3002363,rgi,rgi_v1,100.0,NODE_638_length_6076_cov_63.771300_3,,,1519.0,2445.0,,,,,-,,100.0,,,,,,carbapenem,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;monobactam;penam;penem,monobactam; carbapenem; cephalosporin; penam; penem,False,carbapenem,unknown
737,rgi_report,PER-1,PER beta-lactamase,CARD,card_v1,3002363,rgi,rgi_v1,100.0,NODE_638_length_6076_cov_63.771300_3,,,1519.0,2445.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;monobactam;penam;penem,monobactam; carbapenem; cephalosporin; penam; penem,False,cephalosporin,true_positive
737,rgi_report,PER-1,PER beta-lactamase,CARD,card_v1,3002363,rgi,rgi_v1,100.0,NODE_638_length_6076_cov_63.771300_3,,,1519.0,2445.0,,,,,-,,100.0,,,,,,penam,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;monobactam;penam;penem,monobactam; carbapenem; cephalosporin; penam; penem,False,betalactam,true_positive
737,rgi_report,PER-1,PER beta-lactamase,CARD,card_v1,3002363,rgi,rgi_v1,100.0,NODE_638_length_6076_cov_63.771300_3,,,1519.0,2445.0,,,,,-,,100.0,,,,,,penem,,antibiotic inactivation,,,,,,carbapenem;cephalosporin;monobactam;penam;penem,monobactam; carbapenem; cephalosporin; penam; penem,False,carbapenem,unknown
738,rgi_report,PmpM,multidrug and toxic compound extrusion (MATE) transporter,CARD,card_v1,3004077,rgi,rgi_v1,100.0,NODE_131_length_90162_cov_63.336167_12,,,11834.0,13267.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,aminoglycoside antibiotic;benzalkonium chloride;fluoroquinolone antibiotic,fluoroquinolone antibiotic; aminoglycoside antibiotic; benzalkonium chloride,False,aminoglycoside,true_positive
